Image Name,Healthy (true/false),How Healthy? (1-10),Lighting Conditions (sun/partial/shade),
grass (1372).jpg,FALSE,4,sun,
grass (1373).jpg,FALSE,3,partial,
grass (1374).jpg,FALSE,3,partial,
grass (1375).jpg,FALSE,2,shade,
grass (1376).jpg,FALSE,2,partial,
grass (1377).jpg,FALSE,3,shade,
grass (1378).jpg,FALSE,3,shade,
grass (1379).jpg,FALSE,3,shade,
grass (1380).jpg,FALSE,2,shade,
grass (1381).jpg,FALSE,2,shade,
grass (1382).jpg,FALSE,2,shade,
grass (1383).jpg,FALSE,2,shade,
grass (1384).jpg,FALSE,4,shade,
grass (1385).jpg,FALSE,4,partial,
grass (1386).jpg,FALSE,4,shade,
grass (1387).jpg,FALSE,4,shade,
grass (1388).jpg,FALSE,2,partial,
grass (1389).jpg,FALSE,2,partial,
grass (1390).jpg,FALSE,2,partial,
grass (1391).jpg,FALSE,4,partial,
grass (1392).jpg,FALSE,4,partial,
grass (1393).jpg,FALSE,4,partial,
grass (1394).jpg,FALSE,4,partial,
grass (1395).jpg,FALSE,3,shade,
grass (1396).jpg,FALSE,2,partial,
grass (1397).jpg,FALSE,1,partial,
grass (1398).jpg,FALSE,1,partial,
grass (1399).jpg,FALSE,3,partial,
grass (1400).jpg,FALSE,2,partial,
grass (1401).jpg,FALSE,2,partial,
grass (1402).jpg,FALSE,4,shade,
grass (1403).jpg,FALSE,3,partial,
grass (1404).jpg,FALSE,2,partial,
grass (1405).jpg,FALSE,4,shade,
grass (1406).jpg,FALSE,4,shade,
grass (1407).jpg,FALSE,4,sun,
grass (1408).jpg,FALSE,3,sun,
grass (1409).jpg,FALSE,3,sun,
grass (1410).jpg,FALSE,1,partial,
grass (1411).jpg,FALSE,1,partial,
grass (1412).jpg,FALSE,1,partial,
grass (1413).jpg,FALSE,1,partial,
grass (1414).jpg,FALSE,1,partial,
grass (1415).jpg,FALSE,1,partial,
grass (1416).jpg,FALSE,2,partial,
grass (1417).jpg,FALSE,2,partial,
grass (1418).jpg,FALSE,1,partial,
grass (1419).jpg,FALSE,1,partial,
grass (1420).jpg,FALSE,3,sun,
grass (1421).jpg,FALSE,4,sun,
grass (1422).jpg,FALSE,4,sun,
grass (1423).jpg,FALSE,4,sun,
grass (1424).jpg,FALSE,3,sun,
grass (1425).jpg,FALSE,4,sun,
grass (1426).jpg,FALSE,4,sun,
grass (1427).jpg,FALSE,4,sun,
grass (1428).jpg,FALSE,4,partial,
grass (1429).jpg,FALSE,4,partial,
grass (1430).jpg,FALSE,4,partial,
grass (1431).jpg,FALSE,4,partial,
grass (1432).jpg,FALSE,3,sun,
grass (1433).jpg,FALSE,2,sun,
grass (1434).jpg,FALSE,3,sun,
grass (1435).jpg,FALSE,3,sun,
grass (1436).jpg,FALSE,4,sun,
grass (1437).jpg,FALSE,4,partial,
grass (1438).jpg,FALSE,4,partial,
grass (1439).jpg,FALSE,4,partial,
grass (1440).jpg,FALSE,2,sun,
grass (1441).jpg,FALSE,3,sun,
grass (1442).jpg,FALSE,3,sun,
grass (1443).jpg,FALSE,4,sun,
grass (1444).jpg,FALSE,4,sun,
grass (1445).jpg,FALSE,4,sun,
grass (1446).jpg,TRUE,5,sun,
grass (1447).jpg,TRUE,5,sun,
grass (1448).jpg,TRUE,5,partial,
grass (1449).jpg,FALSE,4,partial,
grass (1450).jpg,FALSE,4,partial,doggo
grass (1451).jpg,FALSE,4,partial,
grass (1452).jpg,TRUE,5,partial,
grass (1453).jpg,TRUE,7,sun,
grass (1454).jpg,TRUE,5,sun,
grass (1455).jpg,TRUE,5,sun,
grass (1456).jpg,TRUE,6,sun,
grass (1457).jpg,FALSE,4,sun,
grass (1458).jpg,FALSE,4,partial,
grass (1459).jpg,TRUE,6,shade,
grass (1460).jpg,TRUE,5,partial,
grass (1461).jpg,TRUE,5,partial,
grass (1462).jpg,TRUE,5,partial,
grass (1463).jpg,FALSE,4,sun,
grass (1464).jpg,TRUE,6,sun,
grass (1465).jpg,TRUE,7,sun,
grass (1466).jpg,TRUE,7,sun,
grass (1467).jpg,TRUE,7,sun,
grass (1468).jpg,TRUE,6,sun,
grass (1469).jpg,TRUE,6,sun,
grass (1470).jpg,FALSE,3,sun,
grass (1471).jpg,FALSE,2,sun,
grass (1472).jpg,FALSE,2,sun,
grass (1473).jpg,FALSE,3,sun,
grass (1474).jpg,FALSE,2,sun,
grass (1475).jpg,FALSE,2,partial,
grass (1476).jpg,FALSE,2,sun,
grass (1477).jpg,FALSE,4,shade,
grass (1478).jpg,FALSE,4,shade,
grass (1479).jpg,FALSE,3,partial,
grass (1480).jpg,TRUE,5,partial,
grass (1481).jpg,TRUE,7,partial,
grass (1482).jpg,TRUE,8,sun,
grass (1483).jpg,TRUE,8,sun,
grass (1484).jpg,TRUE,7,sun,
grass (1485).jpg,TRUE,7,partial,
grass (1486).jpg,TRUE,7,sun,
grass (1487).jpg,FALSE,3,sun,
grass (1488).jpg,FALSE,3,sun,
grass (1489).jpg,FALSE,4,partial,
grass (1490).jpg,FALSE,1,sun,
grass (1491).jpg,FALSE,0,sun,
grass (1492).jpg,FALSE,0,sun,
grass (1493).jpg,FALSE,0,sun,
grass (1494).jpg,FALSE,0,sun,
grass (1495).jpg,FALSE,0,sun,
grass (1496).jpg,FALSE,0,sun,
grass (1497).jpg,FALSE,0,sun,
grass (1498).jpg,FALSE,1,sun,
grass (1499).jpg,FALSE,0,sun,
grass (1500).jpg,FALSE,1,sun,
grass (1501).jpg,FALSE,1,partial,
grass (1502).jpg,FALSE,2,sun,
grass (1503).jpg,FALSE,1,sun,
grass (1504).jpg,FALSE,1,sun,
grass (1505).jpg,FALSE,0,sun,
grass (1506).jpg,FALSE,0,sun,
grass (1507).jpg,FALSE,0,sun,
grass (1508).jpg,FALSE,1,sun,
grass (1509).jpg,FALSE,2,partial,
grass (1510).jpg,FALSE,2,partial,
grass (1511).jpg,FALSE,2,sun,
grass (1512).jpg,FALSE,1,sun,
grass (1513).jpg,FALSE,2,sun,
grass (1514).jpg,FALSE,2,sun,
grass (1515).jpg,FALSE,2,sun,
grass (1516).jpg,FALSE,0,sun,
grass (1517).jpg,FALSE,4,sun,
grass (1518).jpg,FALSE,4,sun,
grass (1519).jpg,FALSE,4,sun,
grass (1520).jpg,FALSE,2,sun,
grass (1521).jpg,FALSE,4,sun,
grass (1522).jpg,FALSE,1,sun,
grass (1523).jpg,FALSE,2,partial,
grass (1524).jpg,FALSE,2,partial,
grass (1525).jpg,FALSE,1,sun,
grass (1526).jpg,FALSE,1,sun,
grass (1527).jpg,FALSE,1,sun,
grass (1528).jpg,FALSE,1,sun,
grass (1529).jpg,FALSE,1,sun,
grass (1530).jpg,FALSE,1,sun,
grass (1531).jpg,FALSE,1,sun,
grass (1532).jpg,FALSE,1,sun,
grass (1533).jpg,FALSE,1,sun,
grass (1534).jpg,FALSE,4,sun,
grass (1535).jpg,FALSE,3,sun,
grass (1536).jpg,FALSE,2,partial,
grass (1537).jpg,FALSE,1,sun,
grass (1538).jpg,FALSE,1,sun,
grass (1539).jpg,FALSE,1,sun,
grass (1540).jpg,FALSE,1,sun,
grass (1541).jpg,FALSE,2,sun,
grass (1542).jpg,FALSE,2,sun,
grass (1543).jpg,FALSE,3,sun,
grass (1544).jpg,FALSE,3,sun,
grass (1545).jpg,FALSE,2,partial,
grass (1546).jpg,FALSE,2,sun,
grass (1547).jpg,FALSE,4,sun,
grass (1548).jpg,FALSE,1,sun,
grass (1549).jpg,FALSE,1,sun,
grass (1550).jpg,FALSE,1,sun,
grass (1551).jpg,FALSE,1,sun,
grass (1552).jpg,FALSE,1,sun,
grass (1553).jpg,FALSE,2,sun,
grass (1554).jpg,FALSE,2,sun,
grass (1555).jpg,FALSE,1,sun,
grass (1556).jpg,FALSE,2,sun,
grass (1557).jpg,FALSE,1,sun,
grass (1558).jpg,FALSE,1,sun,
grass (1559).jpg,FALSE,1,sun,
grass (1560).jpg,FALSE,2,sun,
grass (1561).jpg,FALSE,1,sun,
grass (1562).jpg,FALSE,1,sun,
grass (1563).jpg,FALSE,1,sun,
grass (1564).jpg,FALSE,1,sun,
grass (1565).jpg,FALSE,2,sun,
grass (1566).jpg,FALSE,1,sun,
grass (1567).jpg,FALSE,1,sun,
grass (1568).jpg,FALSE,1,sun,
grass (1569).jpg,FALSE,1,sun,
grass (1570).jpg,FALSE,1,sun,
grass (1571).jpg,FALSE,1,sun,
grass (1572).jpg,FALSE,1,sun,
grass (1573).jpg,FALSE,1,sun,
grass (1574).jpg,FALSE,1,sun,
grass (1575).jpg,FALSE,1,sun,
grass (1576).jpg,FALSE,1,sun,
grass (1577).jpg,FALSE,1,sun,
grass (1578).jpg,FALSE,1,sun,
grass (1579).jpg,FALSE,1,sun,
grass (1580).jpg,FALSE,0,partial,
grass (1581).jpg,FALSE,1,partial,
grass (1582).jpg,FALSE,1,partial,
grass (1583).jpg,FALSE,2,partial,
grass (1584).jpg,FALSE,2,shade,
grass (1585).jpg,FALSE,1,shade,
grass (1586).jpg,FALSE,0,shade,
grass (1587).jpg,FALSE,0,shade,
grass (1588).jpg,FALSE,1,shade,
grass (1589).jpg,FALSE,2,shade,
grass (1590).jpg,TRUE,5,shade,
grass (1591).jpg,FALSE,4,shade,
grass (1592).jpg,FALSE,3,shade,
grass (1593).jpg,FALSE,2,shade,
grass (1594).jpg,FALSE,1,shade,
grass (1595).jpg,FALSE,2,shade,
grass (1596).jpg,FALSE,2,partial,
grass (1597).jpg,FALSE,3,partial,
grass (1598).jpg,FALSE,1,sun,
grass (1599).jpg,FALSE,1,sun,
grass (1600).jpg,FALSE,1,sun,
grass (1601).jpg,FALSE,1,sun,
grass (1602).jpg,FALSE,1,sun,
grass (1603).jpg,FALSE,0,sun,
grass (1604).jpg,FALSE,3,partial,
grass (1605).jpg,FALSE,2,sun,
grass (1606).jpg,FALSE,3,sun,
grass (1607).jpg,FALSE,4,sun,
grass (1608).jpg,FALSE,2,sun,
grass (1609).jpg,FALSE,3,sun,
grass (1610).jpg,FALSE,3,sun,
grass (1611).jpg,FALSE,2,sun,
grass (1612).jpg,FALSE,2,partial,
grass (1613).jpg,TRUE,6,sun,
grass (1614).jpg,TRUE,7,sun,
grass (1615).jpg,TRUE,6,sun,
grass (1616).jpg,TRUE,6,sun,
grass (1617).jpg,TRUE,7,sun,
grass (1618).jpg,FALSE,3,sun,
grass (1619).jpg,FALSE,2,sun,
grass (1620).jpg,FALSE,1,sun,
grass (1621).jpg,FALSE,3,sun,
grass (1622).jpg,FALSE,1,sun,
grass (1623).jpg,FALSE,2,sun,
grass (1624).jpg,FALSE,1,sun,
grass (1625).jpg,FALSE,1,sun,
grass (1626).jpg,FALSE,2,sun,
grass (1627).jpg,FALSE,4,partial,
grass (1628).jpg,FALSE,2,sun,
grass (1629).jpg,FALSE,3,sun,
grass (1630).jpg,FALSE,2,sun,
grass (1631).jpg,FALSE,2,sun,
grass (1632).jpg,FALSE,1,sun,
grass (1633).jpg,FALSE,3,sun,
grass (1634).jpg,FALSE,4,sun,
grass (1635).jpg,FALSE,0,sun,
grass (1636).jpg,FALSE,1,sun,
grass (1637).jpg,FALSE,1,sun,
grass (1638).jpg,FALSE,3,sun,
grass (1639).jpg,FALSE,3,partial,
grass (1640).jpg,FALSE,2,shade,
grass (1641).jpg,FALSE,2,shade,
grass (1642).jpg,FALSE,2,shade,
grass (1643).jpg,FALSE,4,shade,
grass (1644).jpg,TRUE,7,partial,
grass (1645).jpg,TRUE,6,sun,
grass (1646).jpg,TRUE,6,sun,
grass (1647).jpg,FALSE,4,sun,
grass (1648).jpg,TRUE,6,sun,
grass (1649).jpg,TRUE,5,sun,
grass (1650).jpg,TRUE,5,sun,
grass (1651).jpg,FALSE,4,sun,
grass (1652).jpg,FALSE,4,sun,
grass (1653).jpg,FALSE,3,sun,
grass (1654).jpg,FALSE,0,sun,
grass (1655).jpg,FALSE,0,shade,
grass (1656).jpg,FALSE,0,shade,
grass (1657).jpg,FALSE,0,sun,
grass (1658).jpg,FALSE,0,sun,
grass (1659).jpg,FALSE,1,shade,
grass (1660).jpg,FALSE,1,shade,
grass (1661).jpg,TRUE,7,sun,
grass (1662).jpg,FALSE,4,sun,
grass (1663).jpg,FALSE,4,sun,
grass (1664).jpg,FALSE,3,sun,
grass (1665).jpg,TRUE,8,sun,
grass (1666).jpg,FALSE,4,sun,
grass (1667).jpg,FALSE,3,sun,
grass (1668).jpg,FALSE,4,sun,
grass (1669).jpg,FALSE,4,sun,
grass (1670).jpg,FALSE,4,sun,
grass (1671).jpg,FALSE,1,sun,
grass (1672).jpg,FALSE,0,sun,
grass (1673).jpg,FALSE,1,sun,
grass (1674).jpg,FALSE,3,sun,
grass (1675).jpg,FALSE,2,sun,
grass (1676).jpg,FALSE,2,sun,
grass (1677).jpg,FALSE,2,sun,
grass (1678).jpg,FALSE,2,sun,
grass (1679).jpg,FALSE,3,sun,
grass (1680).jpg,FALSE,3,sun,
grass (1681).jpg,TRUE,5,sun,
grass (1682).jpg,FALSE,1,sun,
grass (1683).jpg,FALSE,4,sun,
grass (1684).jpg,FALSE,3,sun,
grass (1685).jpg,FALSE,4,sun,
grass (1686).jpg,FALSE,4,sun,
grass (1687).jpg,FALSE,2,sun,
grass (1688).jpg,FALSE,1,sun,
grass (1689).jpg,FALSE,1,partial,
grass (1690).jpg,FALSE,2,partial,
grass (1691).jpg,FALSE,3,partial,
grass (1692).jpg,FALSE,4,partial,
grass (1693).jpg,FALSE,2,sun,
grass (1694).jpg,FALSE,3,partial,
grass (1695).jpg,FALSE,4,partial,
grass (1696).jpg,FALSE,3,partial,
grass (1697).jpg,FALSE,3,partial,
grass (1698).jpg,FALSE,3,sun,
grass (1699).jpg,FALSE,4,sun,
grass (1700).jpg,FALSE,4,sun,
grass (1701).jpg,FALSE,3,sun,
grass (1702).jpg,FALSE,4,sun,
grass (1703).jpg,FALSE,4,sun,
grass (1704).jpg,FALSE,4,sun,
grass (1705).jpg,FALSE,3,sun,
grass (1706).jpg,FALSE,1,sun,
grass (1707).jpg,FALSE,1,sun,
grass (1708).jpg,FALSE,1,sun,
grass (1709).jpg,FALSE,1,sun,
grass (1710).jpg,FALSE,2,sun,
grass (1711).jpg,FALSE,2,partial,
grass (1712).jpg,FALSE,2,sun,
grass (1713).jpg,FALSE,2,sun,
grass (1714).jpg,FALSE,1,sun,
grass (1715).jpg,FALSE,1,sun,
grass (1716).jpg,FALSE,1,sun,
grass (1717).jpg,FALSE,3,sun,
grass (1718).jpg,FALSE,4,sun,
grass (1719).jpg,FALSE,3,sun,
grass (1720).jpg,FALSE,2,sun,
grass (1721).jpg,FALSE,1,sun,
grass (1722).jpg,FALSE,1,sun,
grass (1723).jpg,FALSE,1,sun,
grass (1724).jpg,FALSE,2,sun,
grass (1725).jpg,FALSE,4,sun,
grass (1726).jpg,FALSE,4,sun,
grass (1727).jpg,FALSE,2,sun,
grass (1728).jpg,FALSE,2,sun,
grass (1729).jpg,FALSE,3,partial,
grass (1730).jpg,FALSE,4,partial,
grass (1731).jpg,FALSE,4,sun,
grass (1732).jpg,FALSE,3,sun,
grass (1733).jpg,TRUE,5,sun,
grass (1734).jpg,FALSE,3,sun,
grass (1735).jpg,FALSE,4,sun,
grass (1736).jpg,FALSE,3,sun,
grass (1737).jpg,FALSE,3,sun,
grass (1738).jpg,TRUE,6,sun,
grass (1739).jpg,FALSE,3,sun,
grass (1740).jpg,FALSE,4,sun,
grass (1741).jpg,FALSE,1,sun,
grass (1742).jpg,FALSE,4,sun,
grass (1743).jpg,FALSE,4,sun,
grass (1744).jpg,FALSE,4,sun,
grass (1745).jpg,FALSE,2,sun,
grass (1746).jpg,FALSE,3,sun,
grass (1747).jpg,FALSE,3,sun,
grass (1748).jpg,TRUE,3,sun,
grass (1749).jpg,FALSE,4,sun,
grass (1750).jpg,FALSE,3,sun,
grass (1751).jpg,FALSE,3,sun,
grass (1752).jpg,FALSE,3,sun,
grass (1753).jpg,FALSE,3,sun,
grass (1754).jpg,FALSE,3,sun,
grass (1755).jpg,FALSE,4,sun,
grass (1756).jpg,FALSE,4,sun,
grass (1757).jpg,TRUE,5,sun,
grass (1758).jpg,FALSE,4,sun,
grass (1759).jpg,FALSE,3,sun,
grass (1760).jpg,FALSE,4,sun,
grass (1761).jpg,FALSE,4,sun,
grass (1762).jpg,FALSE,4,sun,
grass (1763).jpg,FALSE,3,sun,
grass (1764).jpg,FALSE,3,sun,
grass (1765).jpg,FALSE,2,sun,
grass (1766).jpg,FALSE,3,sun,
grass (1767).jpg,TRUE,5,sun,
grass (1768).jpg,FALSE,4,sun,
grass (1769).jpg,FALSE,2,sun,
grass (1770).jpg,FALSE,3,sun,
grass (1771).jpg,FALSE,3,sun,
grass (1772).jpg,FALSE,4,sun,
grass (1773).jpg,FALSE,3,sun,
grass (1774).jpg,FALSE,4,sun,
grass (1775).jpg,FALSE,4,sun,
grass (1776).jpg,FALSE,4,sun,
grass (1777).jpg,FALSE,4,sun,
grass (1778).jpg,FALSE,4,sun,
grass (1779).jpg,FALSE,3,sun,
grass (1780).jpg,FALSE,4,sun,
grass (1781).jpg,FALSE,4,sun,
grass (1782).jpg,TRUE,5,sun,
grass (1783).jpg,FALSE,4,sun,
grass (1784).jpg,FALSE,4,sun,
grass (1785).jpg,FALSE,3,sun,
grass (1786).jpg,FALSE,3,sun,
grass (1787).jpg,FALSE,4,sun,
grass (1788).jpg,FALSE,4,sun,
grass (1789).jpg,FALSE,4,sun,
grass (1790).jpg,FALSE,4,sun,
grass (1791).jpg,FALSE,4,sun,
grass (1792).jpg,FALSE,3,sun,
grass (1793).jpg,FALSE,4,sun,
grass (1794).jpg,FALSE,3,sun,
grass (1795).jpg,FALSE,4,sun,
grass (1796).jpg,FALSE,4,sun,
grass (1797).jpg,FALSE,4,sun,
grass (1798).jpg,FALSE,4,sun,
grass (1799).jpg,FALSE,4,sun,
grass (1800).jpg,FALSE,4,sun,
grass (1801).jpg,FALSE,4,sun,
grass (1802).jpg,FALSE,4,sun,
grass (1803).jpg,FALSE,4,sun,
grass (1804).jpg,FALSE,3,sun,
grass (1805).jpg,FALSE,2,sun,
grass (1806).jpg,FALSE,2,sun,
grass (1807).jpg,FALSE,3,sun,
grass (1808).jpg,FALSE,4,sun,
grass (1809).jpg,FALSE,3,sun,
grass (1810).jpg,FALSE,3,sun,
grass (1811).jpg,FALSE,4,sun,
grass (1812).jpg,TRUE,5,sun,
grass (1813).jpg,TRUE,5,sun,
grass (1814).jpg,TRUE,5,sun,
grass (1815).jpg,TRUE,5,sun,
grass (1816).jpg,TRUE,5,sun,
grass (1817).jpg,TRUE,6,sun,
grass (1818).jpg,TRUE,5,sun,
grass (1819).jpg,TRUE,5,sun,
grass (1820).jpg,FALSE,4,sun,
grass (1821).jpg,TRUE,6,sun,
grass (1822).jpg,TRUE,5,sun,
grass (1823).jpg,FALSE,4,sun,
grass (1824).jpg,FALSE,4,sun,
grass (1825).jpg,FALSE,4,sun,
grass (1826).jpg,FALSE,2,sun,
grass (1827).jpg,FALSE,2,sun,
grass (1828).jpg,FALSE,4,sun,
grass (1829).jpg,FALSE,4,sun,
grass (1830).jpg,FALSE,4,sun,
grass (1831).jpg,TRUE,5,sun,
grass (1832).jpg,TRUE,5,sun,
grass (1833).jpg,TRUE,5,sun,
grass (1834).jpg,TRUE,6,sun,
grass (1835).jpg,TRUE,6,sun,
grass (1836).jpg,FALSE,4,sun,
grass (1837).jpg,FALSE,4,sun,
grass (1838).jpg,TRUE,6,sun,
grass (1839).jpg,TRUE,5,sun,
grass (1840).jpg,FALSE,4,sun,
grass (1841).jpg,FALSE,4,sun,
grass (1842).jpg,FALSE,4,sun,
grass (1843).jpg,TRUE,6,sun,
grass (1844).jpg,TRUE,6,sun,
grass (1845).jpg,TRUE,6,sun,
grass (1846).jpg,TRUE,5,sun,
grass (1847).jpg,FALSE,4,sun,
grass (1848).jpg,TRUE,5,sun,
grass (1849).jpg,FALSE,4,sun,
grass (1850).jpg,TRUE,5,sun,
grass (1851).jpg,TRUE,5,sun,
grass (1852).jpg,FALSE,4,sun,
grass (1853).jpg,FALSE,3,sun,
grass (1854).jpg,FALSE,3,sun,
grass (1855).jpg,FALSE,3,sun,
grass (1856).jpg,FALSE,3,sun,
grass (1857).jpg,FALSE,3,sun,
grass (1858).jpg,FALSE,3,sun,
grass (1859).jpg,FALSE,4,sun,
grass (1860).jpg,FALSE,3,sun,
grass (1861).jpg,FALSE,4,sun,
grass (1862).jpg,TRUE,5,sun,
grass (1863).jpg,FALSE,4,sun,
grass (1864).jpg,TRUE,7,sun,
grass (1865).jpg,FALSE,4,sun,
grass (1866).jpg,FALSE,4,sun,
grass (1867).jpg,FALSE,3,sun,
grass (1868).jpg,FALSE,3,sun,
grass (1869).jpg,FALSE,4,sun,
grass (1870).jpg,TRUE,5,sun,
grass (1871).jpg,TRUE,6,sun,
grass (1872).jpg,FALSE,4,sun,
grass (1873).jpg,TRUE,5,sun,
grass (1874).jpg,FALSE,4,sun,
grass (1875).jpg,TRUE,5,sun,
grass (1876).jpg,FALSE,4,sun,
grass (1877).jpg,FALSE,4,sun,
grass (1878).jpg,TRUE,5,sun,
grass (1879).jpg,FALSE,4,sun,
grass (1880).jpg,FALSE,3,sun,
grass (1881).jpg,FALSE,3,sun,
grass (1882).jpg,FALSE,3,sun,
grass (1883).jpg,FALSE,3,sun,
grass (1884).jpg,FALSE,3,sun,
grass (1885).jpg,FALSE,4,sun,
grass (1886).jpg,FALSE,3,sun,
grass (1887).jpg,FALSE,3,sun,
grass (1888).jpg,FALSE,3,sun,
grass (1889).jpg,FALSE,4,sun,
grass (1890).jpg,FALSE,4,sun,
grass (1891).jpg,FALSE,3,sun,
grass (1892).jpg,FALSE,3,sun,
grass (1893).jpg,TRUE,5,sun,
grass (1894).jpg,FALSE,4,sun,
grass (1895).jpg,TRUE,6,sun,
grass (1896).jpg,TRUE,6,sun,
grass (1897).jpg,TRUE,5,sun,
grass (1898).jpg,FALSE,4,sun,
grass (1899).jpg,FALSE,4,sun,
grass (1900).jpg,FALSE,3,sun,
grass (1901).jpg,FALSE,3,sun,
grass (1902).jpg,FALSE,4,sun,
grass (1903).jpg,FALSE,4,sun,
grass (1904).jpg,TRUE,5,sun,
grass (1905).jpg,TRUE,5,sun,
grass (1906).jpg,FALSE,4,sun,
grass (1907).jpg,TRUE,5,sun,
grass (1908).jpg,FALSE,4,sun,
grass (1909).jpg,FALSE,4,sun,
grass (1910).jpg,FALSE,4,sun,
grass (1911).jpg,FALSE,4,sun,
grass (1912).jpg,FALSE,4,sun,
grass (1913).jpg,FALSE,4,sun,
grass (1914).jpg,FALSE,3,sun,
grass (1915).jpg,FALSE,3,sun,
grass (1916).jpg,FALSE,3,sun,
grass (1917).jpg,FALSE,4,sun,
grass (1918).jpg,TRUE,5,sun,
grass (1919).jpg,FALSE,4,sun,
grass (1920).jpg,FALSE,2,sun,
grass (1921).jpg,FALSE,3,sun,
grass (1922).jpg,FALSE,4,sun,
grass (1923).jpg,FALSE,4,sun,
grass (1924).jpg,FALSE,4,sun,
grass (1925).jpg,FALSE,4,sun,
grass (1926).jpg,FALSE,4,sun,
grass (1927).jpg,FALSE,4,sun,
grass (1928).jpg,FALSE,3,sun,
grass (1929).jpg,FALSE,4,sun,
grass (1930).jpg,FALSE,4,sun,
grass (1931).jpg,FALSE,4,sun,
grass (1932).jpg,FALSE,4,sun,
grass (1933).jpg,TRUE,5,sun,
grass (1934).jpg,TRUE,5,sun,
grass (1935).jpg,FALSE,4,sun,
grass (1936).jpg,FALSE,4,sun,
grass (1937).jpg,FALSE,3,sun,
grass (1938).jpg,FALSE,4,sun,
grass (1939).jpg,FALSE,4,sun,
grass (1940).jpg,FALSE,3,sun,
grass (1941).jpg,FALSE,3,sun,
grass (1942).jpg,FALSE,3,sun,
grass (1943).jpg,FALSE,4,sun,
grass (1944).jpg,FALSE,3,sun,
grass (1945).jpg,FALSE,4,sun,
grass (1946).jpg,FALSE,4,sun,
grass (1947).jpg,FALSE,4,sun,
grass (1948).jpg,TRUE,5,sun,
grass (1949).jpg,TRUE,5,sun,
grass (1950).jpg,FALSE,4,sun,
grass (1951).jpg,TRUE,5,sun,
grass (1952).jpg,TRUE,6,sun,
grass (1953).jpg,FALSE,4,sun,
grass (1954).jpg,FALSE,3,sun,
grass (1955).jpg,FALSE,4,sun,
grass (1956).jpg,FALSE,2,sun,
grass (1957).jpg,FALSE,2,sun,
grass (1958).jpg,FALSE,4,sun,
grass (1959).jpg,FALSE,4,sun,
grass (1960).jpg,FALSE,4,sun,
grass (1961).jpg,FALSE,4,sun,
grass (1962).jpg,FALSE,4,sun,
grass (1963).jpg,FALSE,4,sun,
grass (1964).jpg,FALSE,4,sun,
grass (1965).jpg,FALSE,4,sun,
grass (1966).jpg,FALSE,4,sun,
grass (1967).jpg,FALSE,3,sun,
grass (1968).jpg,FALSE,2,sun,
grass (1969).jpg,FALSE,4,sun,
grass (1970).jpg,FALSE,3,sun,
grass (1971).jpg,FALSE,4,sun,
grass (1972).jpg,FALSE,3,sun,
grass (1973).jpg,FALSE,3,sun,
grass (1974).jpg,FALSE,4,sun,
grass (1975).jpg,TRUE,5,sun,
grass (1976).jpg,FALSE,3,sun,
grass (1977).jpg,FALSE,3,sun,
grass (1978).jpg,TRUE,5,sun,
grass (1979).jpg,TRUE,5,sun,
grass (1980).jpg,TRUE,5,sun,
grass (1981).jpg,TRUE,5,sun,
grass (1982).jpg,TRUE,6,sun,
grass (1983).jpg,TRUE,6,sun,
grass (1984).jpg,TRUE,6,sun,
grass (1985).jpg,TRUE,6,sun,
grass (1986).jpg,TRUE,5,sun,
grass (1987).jpg,TRUE,5,sun,
grass (1988).jpg,TRUE,5,sun,
grass (1989).jpg,FALSE,4,sun,
grass (1990).jpg,FALSE,4,sun,
grass (1991).jpg,FALSE,3,sun,
grass (1992).jpg,FALSE,4,sun,
grass (1993).jpg,FALSE,4,sun,
grass (1994).jpg,FALSE,4,sun,
grass (1995).jpg,FALSE,4,sun,
grass (1996).jpg,FALSE,4,sun,
grass (1997).jpg,FALSE,4,sun,
grass (1998).jpg,FALSE,4,sun,
grass (1999).jpg,FALSE,4,sun,
grass (2000).jpg,FALSE,4,sun,
grass (2001).jpg,FALSE,4,sun,
grass (2002).jpg,FALSE,4,sun,
grass (2003).jpg,TRUE,6,sun,
grass (2004).jpg,FALSE,4,sun,
grass (2005).jpg,FALSE,4,sun,
grass (2006).jpg,FALSE,4,sun,
grass (2007).jpg,TRUE,5,sun,
grass (2008).jpg,FALSE,4,sun,
grass (2009).jpg,FALSE,4,sun,
grass (2010).jpg,FALSE,4,sun,
grass (2011).jpg,FALSE,4,sun,
grass (2012).jpg,TRUE,5,sun,
grass (2013).jpg,FALSE,4,sun,
grass (2014).jpg,FALSE,4,sun,
grass (2015).jpg,FALSE,4,sun,
grass (2016).jpg,FALSE,4,sun,
grass (2017).jpg,FALSE,4,sun,
grass (2018).jpg,FALSE,4,sun,
grass (2019).jpg,FALSE,4,sun,
grass (2020).jpg,FALSE,4,sun,
grass (2021).jpg,FALSE,4,sun,
grass (2022).jpg,FALSE,4,sun,
grass (2023).jpg,FALSE,4,sun,
grass (2024).jpg,FALSE,4,sun,
grass (2025).jpg,FALSE,4,sun,
grass (2026).jpg,FALSE,4,sun,
grass (2027).jpg,FALSE,4,sun,
grass (2028).jpg,FALSE,4,sun,
grass (2029).jpg,TRUE,6,sun,
grass (2030).jpg,FALSE,4,sun,
grass (2031).jpg,TRUE,5,sun,
grass (2032).jpg,FALSE,4,sun,
grass (2033).jpg,FALSE,4,sun,
grass (2034).jpg,FALSE,4,sun,
grass (2035).jpg,FALSE,4,sun,
